dt,temp,humidity,dew_point,feels_like,rain_1h,sea_level,grnd_level,clouds_all,evapotranspiration,vapour_pressure_deficit (kPa),wind_speed,wind_direction,wind_gusts,soil_temperature,soil_moisture,is_day,sunshine_duration (s),direct_radiation_instant,direct_normal_irradiance_instant,weather_description
1672531200,12.7,95,11.9,11.9,3.7,1019.0,995.8,100,0.0,0.08,2.72,174,10.1,12.5,0.43,0,0.0,0.0,0.0,moderate rain
1672534800,12.6,93,11.5,11.4,5.7,1018.1,994.9,100,0.0,0.11,3.3,166,6.9,12.5,0.43,0,0.0,0.0,0.0,moderate rain
1672538400,12.7,92,11.4,11.8,8.7,1016.8,993.7,100,0.0,0.12,2.65,169,7.7,12.4,0.43,0,0.0,0.0,0.0,heavy intensity rain
1672542000,13.1,91,11.6,11.8,10.2,1016.2,993.1,100,0.0,0.14,3.35,190,9.8,12.4,0.43,0,0.0,0.0,0.0,heavy intensity rain
1672545600,13.7,87,11.6,10.5,2.6,1015.3,992.3,100,0.02,0.21,7.2,180,15.4,12.5,0.429,0,0.0,0.0,0.0,moderate rain
1672549200,13.8,86,11.5,10.4,1.4,1015.0,992.0,100,0.02,0.22,7.32,175,15.6,12.6,0.43,0,0.0,0.0,0.0,light rain
1672552800,13.9,85,11.3,10.5,0.8,1014.8,991.8,100,0.03,0.24,7.2,178,17.1,12.6,0.428,0,0.0,0.0,0.0,light rain
1672556400,13.8,85,11.3,9.8,1.2,1014.7,991.7,100,0.03,0.24,8.43,175,16.9,12.5,0.429,0,0.0,0.0,0.0,light rain
1672560000,13.7,84,11.1,9.8,1.4,1015.1,992.1,100,0.03,0.25,8.21,182,18.9,12.5,0.43,0,0.0,0.0,0.0,light rain
1672563600,13.5,83,10.6,9.7,1.4,1015.0,992.0,100,0.05,0.26,7.7,181,18.2,12.4,0.429,1,0.0,0.0,0.0,light rain
1672567200,13.3,82,10.3,9.0,1.7,1014.3,991.3,100,0.06,0.27,8.4,171,17.4,12.3,0.43,1,0.0,0.0,0.0,light rain
1672570800,13.0,85,10.5,8.6,2.9,1014.3,991.2,100,0.06,0.23,8.81,178,20.0,12.2,0.43,1,0.0,0.0,0.0,moderate rain
1672574400,13.3,92,12.0,10.1,8.4,1013.8,990.8,100,0.04,0.13,7.37,188,19.1,12.2,0.43,1,0.0,0.0,0.0,heavy intensity rain
1672578000,13.2,94,12.3,10.9,6.6,1014.2,991.2,100,0.03,0.09,5.84,232,14.5,12.5,0.43,1,0.0,0.0,0.0,moderate rain
1672581600,12.8,94,11.8,11.0,5.5,1014.4,991.3,100,0.03,0.09,4.64,233,11.2,12.6,0.43,1,0.0,0.0,0.0,moderate rain
1672585200,12.5,95,11.7,11.4,4.4,1014.2,991.1,100,0.02,0.07,3.18,257,9.3,12.5,0.43,1,0.0,0.0,0.0,moderate rain
1672588800,12.1,92,10.9,11.1,2.3,1014.5,991.4,100,0.03,0.11,2.6,293,6.7,12.4,0.43,1,0.0,0.0,0.0,light rain
1672592400,11.9,89,10.1,10.5,2.1,1015.1,991.9,100,0.03,0.15,2.82,293,5.6,12.2,0.43,1,0.0,0.0,0.0,light rain
1672596000,11.3,91,10.0,9.9,2.4,1016.0,992.8,93,0.02,0.12,2.86,306,6.6,11.9,0.43,0,0.0,0.0,0.0,light rain
1672599600,11.1,90,9.4,10.1,1.5,1017.0,993.7,100,0.0,0.14,1.62,292,5.7,11.6,0.43,0,0.0,0.0,0.0,light rain
1672603200,10.9,93,9.8,9.9,0.8,1018.2,994.9,100,0.0,0.09,1.9,252,3.6,11.5,0.428,0,0.0,0.0,0.0,light rain
1672606800,10.1,91,8.8,8.1,1.1,1019.4,996.0,100,0.0,0.11,3.37,282,7.3,11.2,0.43,0,0.0,0.0,0.0,light rain
1672610400,9.6,93,8.6,8.4,0.2,1020.2,996.7,34,0.0,0.08,1.6,274,7.3,10.9,0.426,0,0.0,0.0,0.0,light rain
1672614000,8.9,93,7.9,7.7,0.4,1021.1,997.6,57,0.0,0.08,1.33,283,5.2,10.4,0.427,0,0.0,0.0,0.0,light rain
1672617600,8.5,93,7.5,7.4,0.0,1022.1,998.5,28,0.0,0.07,0.8,90,2.9,10.1,0.428,0,0.0,0.0,0.0,scattered clouds
1672621200,7.9,95,7.2,6.3,0.0,1022.0,998.4,20,0.0,0.05,1.61,97,2.0,9.5,0.425,0,0.0,0.0,0.0,few clouds
1672624800,7.4,94,6.6,5.7,0.0,1022.5,998.8,37,0.0,0.06,1.7,140,2.5,8.9,0.424,0,0.0,0.0,0.0,scattered clouds
1672628400,7.1,94,6.2,5.4,0.1,1023.2,999.5,31,0.0,0.06,1.57,153,2.4,8.5,0.424,0,0.0,0.0,0.0,light rain
1672632000,7.1,93,6.1,5.5,0.1,1024.1,1000.3,42,0.0,0.07,1.14,105,2.5,8.2,0.424,0,0.0,0.0,0.0,light rain
1672635600,6.8,93,5.7,5.0,0.2,1024.8,1001.0,54,0.0,0.07,1.32,81,2.2,8.0,0.424,0,0.0,0.0,0.0,light rain
1672639200,6.2,95,5.4,4.3,0.0,1025.1,1001.2,55,0.0,0.05,1.4,86,2.6,7.9,0.423,0,0.0,0.0,0.0,broken clouds
1672642800,6.1,94,5.2,4.1,0.0,1025.7,1001.8,16,0.0,0.05,1.51,82,2.7,7.6,0.421,0,0.0,0.0,0.0,few clouds
1672646400,5.8,94,4.8,3.9,0.0,1026.2,1002.3,18,0.0,0.06,1.22,81,2.7,7.3,0.42,0,0.0,0.0,0.0,few clouds
1672650000,6.6,93,5.5,4.7,0.0,1026.6,1002.7,10,0.01,0.07,1.5,86,2.4,7.4,0.419,1,1653.62,45.5,318.5,clear sky
1672653600,8.7,91,7.3,7.5,0.0,1027.2,1003.5,11,0.06,0.11,1.0,90,3.0,8.5,0.419,1,3600.0,138.9,506.9,few clouds
1672657200,10.7,83,7.9,9.9,0.0,1027.6,1004.1,5,0.12,0.22,0.57,135,2.9,10.0,0.418,1,3600.0,253.3,686.4,clear sky
1672660800,11.3,80,8.0,10.3,0.0,1027.7,1004.2,8,0.17,0.27,0.92,193,2.8,10.9,0.409,1,3600.0,329.5,782.0,clear sky
1672664400,11.9,76,7.8,10.8,0.0,1027.4,1004.0,18,0.17,0.34,1.08,202,4.6,11.9,0.409,1,3600.0,292.4,684.1,few clouds
1672668000,12.2,72,7.4,11.0,0.0,1027.4,1004.0,10,0.16,0.39,0.94,238,4.3,12.4,0.408,1,3600.0,235.3,608.4,clear sky
1672671600,12.2,70,7.0,11.1,0.0,1027.5,1004.1,12,0.13,0.42,0.81,240,3.9,12.7,0.408,1,3600.0,187.6,620.9,few clouds
1672675200,11.8,71,6.8,10.5,0.0,1027.8,1004.3,18,0.08,0.4,1.04,253,2.8,12.4,0.408,1,3600.0,96.4,537.8,few clouds
1672678800,11.3,71,6.2,9.7,0.1,1028.2,1004.7,17,0.03,0.39,1.3,274,2.0,11.6,0.408,1,2573.76,10.4,119.4,light rain
1672682400,10.4,75,6.2,8.9,0.0,1028.5,1004.9,11,0.02,0.31,0.98,294,2.0,10.3,0.408,0,0.0,0.0,0.0,few clouds
1672686000,9.7,79,6.2,8.6,0.0,1028.9,1005.2,33,0.0,0.26,0.32,108,1.5,9.3,0.408,0,0.0,0.0,0.0,scattered clouds
1672689600,9.2,80,6.0,8.0,0.0,1029.2,1005.5,33,0.0,0.23,0.32,108,0.6,8.6,0.408,0,0.0,0.0,0.0,scattered clouds
1672693200,8.7,81,5.7,7.3,0.0,1029.9,1006.1,33,0.0,0.21,0.61,99,0.7,8.1,0.407,0,0.0,0.0,0.0,scattered clouds
1672696800,6.0,90,4.5,3.8,0.0,1030.2,1006.2,72,0.0,0.09,1.6,90,2.1,7.8,0.407,0,0.0,0.0,0.0,broken clouds
1672700400,5.4,90,3.9,2.9,0.0,1030.4,1006.3,9,0.0,0.09,2.0,93,2.9,7.5,0.407,0,0.0,0.0,0.0,clear sky
1672704000,4.6,92,3.4,2.2,0.0,1030.6,1006.5,5,0.0,0.07,1.7,93,3.0,7.1,0.41,0,0.0,0.0,0.0,clear sky
1672707600,3.6,93,2.6,1.1,0.0,1030.8,1006.6,8,0.0,0.05,1.5,90,3.0,6.7,0.41,0,0.0,0.0,0.0,clear sky
1672711200,3.7,93,2.7,1.3,0.0,1030.7,1006.5,7,0.0,0.06,1.41,98,2.6,6.5,0.409,0,0.0,0.0,0.0,clear sky
1672714800,3.1,93,2.2,0.5,0.0,1030.8,1006.5,8,0.0,0.05,1.63,101,2.9,6.2,0.409,0,0.0,0.0,0.0,clear sky
1672718400,2.7,94,1.8,0.0,0.0,1030.7,1006.4,7,0.0,0.05,1.71,97,3.0,5.9,0.408,0,0.0,0.0,0.0,clear sky
1672722000,2.2,94,1.3,-0.6,0.0,1030.9,1006.6,7,0.0,0.04,1.71,83,3.0,5.6,0.408,0,0.0,0.0,0.0,clear sky
1672725600,2.3,93,1.3,-0.4,0.0,1030.9,1006.6,8,0.0,0.05,1.6,86,3.0,5.3,0.407,0,0.0,0.0,0.0,clear sky
1672729200,2.3,92,1.2,-0.4,0.0,1031.4,1007.1,3,0.0,0.05,1.5,86,3.0,5.2,0.407,0,0.0,0.0,0.0,clear sky
1672732800,2.2,92,1.1,-0.5,0.0,1032.0,1007.6,2,0.0,0.05,1.5,90,2.9,5.0,0.407,0,0.0,0.0,0.0,clear sky
1672736400,4.4,87,2.5,1.7,0.0,1032.4,1008.2,0,0.01,0.11,2.02,99,3.4,5.3,0.406,1,1654.21,52.0,363.7,clear sky
1672740000,7.8,80,4.7,5.6,0.0,1032.9,1009.0,0,0.06,0.21,1.75,103,4.0,6.5,0.406,1,3600.0,164.9,600.7,clear sky
1672743600,10.4,74,5.9,8.7,0.0,1033.5,1009.8,55,0.12,0.33,1.22,125,3.8,8.1,0.405,1,3600.0,252.2,681.8,broken clouds
1672747200,11.1,71,6.1,9.3,0.0,1033.8,1010.2,100,0.14,0.38,1.7,135,4.0,7.5,0.402,1,3600.0,164.8,389.9,overcast clouds
1672750800,11.9,66,5.7,10.0,0.0,1033.3,1009.7,100,0.16,0.47,1.56,140,4.3,9.1,0.401,1,3600.0,210.6,491.0,overcast clouds
1672754400,12.4,64,5.7,10.5,0.0,1032.7,1009.2,43,0.17,0.52,1.64,142,4.0,10.2,0.4,1,3600.0,234.5,603.4,scattered clouds
1672758000,12.6,63,5.7,10.6,0.0,1032.2,1008.7,31,0.15,0.54,1.72,144,4.3,10.8,0.399,1,3600.0,195.6,642.9,scattered clouds
1672761600,12.1,76,8.0,11.4,0.0,1032.5,1009.0,32,0.08,0.34,0.42,225,3.8,10.9,0.399,1,3600.0,90.9,500.2,scattered clouds
1672765200,11.7,68,6.0,10.2,0.0,1032.9,1009.3,31,0.03,0.44,1.08,292,1.8,10.2,0.399,1,2611.37,6.2,71.6,scattered clouds
1672768800,10.7,72,5.9,9.5,0.0,1033.3,1009.6,32,0.02,0.36,0.41,76,1.5,9.1,0.399,0,0.0,0.0,0.0,scattered clouds
1672772400,8.8,79,5.3,7.0,0.0,1033.7,1009.9,17,0.0,0.24,1.22,99,1.8,8.2,0.399,0,0.0,0.0,0.0,few clouds
1672776000,8.2,80,4.9,6.3,0.0,1033.8,1009.9,20,0.0,0.22,1.3,90,2.1,7.6,0.399,0,0.0,0.0,0.0,few clouds
1672779600,6.7,83,4.1,4.5,0.0,1034.3,1010.3,27,0.0,0.16,1.6,90,2.2,7.1,0.399,0,0.0,0.0,0.0,scattered clouds
1672783200,5.2,88,3.4,2.7,0.0,1034.4,1010.2,3,0.0,0.1,1.82,99,2.6,6.8,0.399,0,0.0,0.0,0.0,clear sky
1672786800,4.8,88,3.1,2.3,0.0,1034.7,1010.5,0,0.0,0.1,1.73,100,2.8,6.4,0.399,0,0.0,0.0,0.0,clear sky
1672790400,4.3,93,3.2,2.1,0.0,1035.0,1010.8,0,0.0,0.06,1.32,99,2.8,7.1,0.401,0,0.0,0.0,0.0,clear sky
1672794000,4.1,93,3.1,1.8,0.0,1034.7,1010.4,0,0.0,0.06,1.32,99,2.8,6.8,0.4,0,0.0,0.0,0.0,clear sky
1672797600,3.9,93,2.9,1.6,0.0,1034.4,1010.1,3,0.0,0.06,1.3,90,2.7,6.5,0.4,0,0.0,0.0,0.0,clear sky
1672801200,3.7,94,2.7,1.3,0.0,1034.5,1010.2,14,0.0,0.05,1.4,86,2.7,6.2,0.4,0,0.0,0.0,0.0,few clouds
1672804800,3.2,94,2.4,0.7,0.0,1034.6,1010.3,1,0.0,0.04,1.58,72,2.6,6.0,0.4,0,0.0,0.0,0.0,clear sky
1672808400,3.3,94,2.4,0.8,0.0,1034.5,1010.2,1,0.0,0.05,1.41,82,2.5,5.8,0.4,0,0.0,0.0,0.0,clear sky
1672812000,3.2,94,2.4,0.8,0.0,1034.0,1009.7,0,0.0,0.05,1.41,98,2.6,5.6,0.399,0,0.0,0.0,0.0,clear sky
1672815600,3.0,94,2.2,0.4,0.0,1034.3,1010.0,7,0.0,0.04,1.5,94,2.6,5.4,0.399,0,0.0,0.0,0.0,clear sky
1672819200,2.8,94,2.0,0.1,0.0,1034.7,1010.3,2,0.0,0.04,1.7,87,2.6,5.3,0.399,0,0.0,0.0,0.0,clear sky
1672822800,5.3,88,3.6,3.1,0.0,1035.1,1010.9,3,0.01,0.1,1.5,90,2.6,5.6,0.399,1,1657.15,47.6,332.7,clear sky
1672826400,8.5,83,5.8,6.9,0.0,1035.6,1011.7,2,0.06,0.19,1.2,95,3.1,6.8,0.398,1,3600.0,154.6,561.7,clear sky
1672830000,11.3,78,7.5,10.3,0.0,1035.6,1011.9,1,0.13,0.3,0.76,113,3.1,8.4,0.398,1,3600.0,265.9,716.9,clear sky
1672833600,12.5,75,8.2,11.9,0.0,1035.4,1011.8,3,0.18,0.36,0.45,153,3.0,8.4,0.396,1,3600.0,329.7,777.5,clear sky
1672837200,13.7,72,8.8,13.3,0.0,1034.7,1011.2,0,0.21,0.43,0.2,180,2.7,10.2,0.395,1,3600.0,347.5,806.8,clear sky
1672840800,14.2,69,8.6,13.7,0.0,1034.0,1010.6,0,0.2,0.5,0.22,333,2.4,11.5,0.394,1,3600.0,315.7,808.0,clear sky
1672844400,14.2,69,8.6,13.5,0.0,1033.6,1010.2,0,0.15,0.5,0.71,352,2.5,12.0,0.393,1,3600.0,207.2,675.7,clear sky
1672848000,13.9,75,9.6,13.5,0.0,1033.6,1010.2,2,0.09,0.39,0.63,342,2.4,12.0,0.393,1,3600.0,98.6,535.5,clear sky
1672851600,13.5,74,8.9,12.7,0.0,1033.5,1010.0,3,0.03,0.41,0.92,13,1.4,11.3,0.393,1,2688.98,11.0,125.8,clear sky
1672855200,11.3,82,8.3,10.1,0.0,1033.6,1010.0,9,0.02,0.25,1.44,34,2.2,10.0,0.393,0,0.0,0.0,0.0,clear sky
1672858800,9.2,88,7.3,7.8,0.0,1033.7,1009.9,8,0.0,0.14,1.5,53,2.3,9.1,0.393,0,0.0,0.0,0.0,clear sky
1672862400,6.9,94,6.0,5.0,0.0,1033.5,1009.5,8,0.0,0.06,1.71,83,2.9,8.4,0.393,0,0.0,0.0,0.0,clear sky
1672866000,5.7,95,5.0,3.7,0.0,1033.4,1009.3,0,0.0,0.04,1.5,86,2.8,7.9,0.393,0,0.0,0.0,0.0,clear sky
1672869600,5.0,95,4.3,2.9,0.0,1033.2,1009.0,0,0.0,0.04,1.3,90,2.5,7.4,0.393,0,0.0,0.0,0.0,clear sky
1672873200,4.5,95,3.7,2.4,0.0,1033.0,1008.8,0,0.0,0.05,1.22,99,2.4,7.0,0.393,0,0.0,0.0,0.0,clear sky
1672876800,4.5,94,3.6,2.1,0.0,1032.6,1008.4,2,0.0,0.05,1.75,103,2.5,7.3,0.393,0,0.0,0.0,0.0,clear sky
1672880400,4.1,93,3.1,1.7,0.0,1032.1,1007.9,0,0.0,0.06,1.73,100,3.4,6.9,0.393,0,0.0,0.0,0.0,clear sky
1672884000,4.1,92,2.9,1.5,0.0,1031.5,1007.3,0,0.0,0.07,1.9,87,3.4,6.5,0.393,0,0.0,0.0,0.0,clear sky
1672887600,3.9,92,2.7,1.3,0.0,1031.2,1007.0,0,0.0,0.07,1.9,87,3.5,6.2,0.393,0,0.0,0.0,0.0,clear sky
1672891200,3.7,93,2.6,1.0,0.0,1030.8,1006.6,0,0.0,0.06,2.0,90,3.5,6.0,0.393,0,0.0,0.0,0.0,clear sky
1672894800,3.3,93,2.3,0.5,0.0,1030.6,1006.4,0,0.0,0.06,2.1,90,3.5,5.7,0.393,0,0.0,0.0,0.0,clear sky
1672898400,3.2,92,2.1,0.4,0.0,1030.4,1006.2,0,0.0,0.06,1.91,96,3.5,5.5,0.393,0,0.0,0.0,0.0,clear sky
1672902000,3.1,92,2.0,0.3,0.0,1030.6,1006.3,0,0.0,0.06,1.84,103,3.4,5.3,0.392,0,0.0,0.0,0.0,clear sky
1672905600,3.0,92,1.9,0.3,0.0,1030.7,1006.4,0,0.0,0.06,1.75,103,3.4,5.2,0.392,0,0.0,0.0,0.0,clear sky
1672909200,5.1,87,3.1,2.5,0.0,1030.8,1006.7,0,0.01,0.12,1.94,102,3.3,5.5,0.392,1,1662.45,45.5,316.7,clear sky
1672912800,7.8,83,5.1,5.9,0.0,1030.9,1007.0,0,0.06,0.18,1.41,98,3.8,6.6,0.392,1,3600.0,137.7,499.1,clear sky
1672916400,10.5,76,6.5,9.1,0.0,1030.8,1007.2,0,0.12,0.31,1.03,119,3.5,8.2,0.391,1,3600.0,256.9,690.4,clear sky
1672920000,12.1,71,7.0,10.4,0.0,1030.0,1006.5,0,0.18,0.41,1.77,137,4.2,8.5,0.39,1,3600.0,340.4,799.8,clear sky
1672923600,13.3,64,6.7,11.2,0.0,1029.1,1005.7,0,0.21,0.55,2.42,142,5.4,10.0,0.389,1,3600.0,362.7,838.2,clear sky
1672927200,13.9,58,5.8,11.6,0.0,1028.4,1005.1,3,0.21,0.67,2.42,150,5.5,11.0,0.388,1,3600.0,327.2,832.8,clear sky
1672930800,13.8,57,5.3,11.5,0.0,1027.9,1004.6,1,0.17,0.69,2.19,156,5.2,11.4,0.387,1,3600.0,242.4,784.1,clear sky
1672934400,12.9,69,7.4,11.7,0.0,1027.7,1004.3,0,0.1,0.46,1.17,160,4.5,11.4,0.387,1,3600.0,127.3,681.6,clear sky
1672938000,12.1,65,5.7,10.1,0.0,1027.5,1004.1,1,0.04,0.5,1.77,164,2.8,10.4,0.387,1,2749.61,16.2,185.7,clear sky
1672941600,11.0,69,5.5,9.3,0.0,1027.5,1004.0,0,0.03,0.41,1.3,157,2.6,9.1,0.387,0,0.0,0.0,0.0,clear sky
1672945200,6.7,84,4.3,4.4,0.0,1027.6,1003.7,0,0.0,0.15,1.88,115,2.7,8.1,0.387,0,0.0,0.0,0.0,clear sky
1672948800,5.3,89,3.6,2.7,0.0,1028.1,1004.1,0,0.0,0.1,2.06,104,3.2,7.3,0.387,0,0.0,0.0,0.0,clear sky
1672952400,4.1,92,2.9,1.5,0.0,1028.5,1004.4,0,0.0,0.07,1.92,99,3.1,6.7,0.387,0,0.0,0.0,0.0,clear sky
1672956000,3.6,92,2.4,1.0,0.0,1028.3,1004.1,0,0.0,0.06,1.61,97,3.0,6.2,0.387,0,0.0,0.0,0.0,clear sky
1672959600,3.0,92,1.9,0.4,0.0,1028.0,1003.8,0,0.0,0.06,1.53,101,3.0,5.9,0.387,0,0.0,0.0,0.0,clear sky
1672963200,3.4,92,2.1,0.7,0.0,1027.8,1003.6,10,0.0,0.07,1.84,103,3.1,6.2,0.387,0,0.0,0.0,0.0,clear sky
1672966800,3.3,91,1.9,0.6,0.0,1027.3,1003.1,32,0.0,0.07,1.65,104,3.5,5.9,0.387,0,0.0,0.0,0.0,scattered clouds
1672970400,3.5,90,2.1,1.0,0.0,1027.0,1002.9,40,0.0,0.08,1.55,105,3.2,5.7,0.387,0,0.0,0.0,0.0,scattered clouds
1672974000,4.8,87,2.9,2.5,0.0,1027.0,1003.0,81,0.0,0.11,1.36,107,3.0,5.8,0.387,0,0.0,0.0,0.0,broken clouds
1672977600,5.1,88,3.2,2.7,0.0,1026.8,1002.8,100,0.0,0.11,1.52,113,2.9,5.9,0.387,0,0.0,0.0,0.0,overcast clouds
1672981200,5.5,88,3.6,3.1,0.0,1026.3,1002.4,66,0.0,0.11,1.75,114,3.3,5.9,0.387,0,0.0,0.0,0.0,broken clouds
1672984800,6.3,86,4.1,3.8,0.0,1025.8,1001.9,33,0.0,0.13,2.01,117,4.0,6.0,0.387,0,0.0,0.0,0.0,scattered clouds
1672988400,6.1,88,4.3,3.7,0.0,1026.2,1002.3,97,0.0,0.11,2.01,117,4.1,6.1,0.387,0,0.0,0.0,0.0,overcast clouds
1672992000,5.5,90,4.0,3.0,0.0,1026.5,1002.6,100,0.0,0.09,2.06,119,4.1,6.0,0.387,0,0.0,0.0,0.0,overcast clouds
1672995600,6.4,89,4.6,3.6,0.0,1026.6,1002.7,65,0.01,0.11,2.8,125,5.2,6.2,0.387,1,1211.77,34.6,240.4,broken clouds
1672999200,8.2,86,5.9,5.8,0.0,1026.9,1003.2,50,0.06,0.16,2.64,127,5.8,7.1,0.387,1,3600.0,106.5,384.9,scattered clouds
1673002800,10.0,80,6.7,7.8,0.0,1027.1,1003.5,53,0.11,0.25,2.64,127,5.9,8.2,0.386,1,3600.0,163.7,438.5,broken clouds
1673006400,10.6,75,6.3,7.9,0.0,1026.9,1003.4,100,0.14,0.32,3.41,130,6.9,7.6,0.386,1,3600.0,200.9,470.3,overcast clouds
1673010000,11.2,73,6.6,8.5,0.0,1026.0,1002.5,83,0.13,0.36,3.62,141,7.3,8.7,0.385,1,3600.0,81.0,186.3,broken clouds
1673013600,11.7,73,7.0,8.8,0.0,1024.9,1001.5,72,0.14,0.37,4.14,143,8.3,9.5,0.384,1,3600.0,88.7,224.4,broken clouds
1673017200,11.8,73,7.1,9.1,0.0,1024.4,1001.0,73,0.12,0.38,3.75,138,8.4,9.9,0.384,1,3600.0,88.2,282.9,broken clouds
1673020800,11.5,75,7.3,9.4,0.0,1024.0,1000.6,100,0.08,0.34,2.72,144,7.4,10.0,0.384,1,3169.9,31.4,165.7,overcast clouds
1673024400,11.2,79,7.7,9.3,0.2,1023.9,1000.5,86,0.04,0.28,2.52,146,5.4,9.8,0.385,1,0.0,0.0,0.0,light rain
1673028000,9.5,85,7.1,7.2,0.2,1023.9,1000.3,77,0.03,0.18,2.97,132,5.9,9.2,0.387,0,0.0,0.0,0.0,light rain
1673031600,8.8,84,6.2,6.1,0.1,1023.7,1000.1,100,0.01,0.18,3.26,130,6.7,8.7,0.387,0,0.0,0.0,0.0,light rain
1673035200,9.4,81,6.3,6.6,0.1,1023.7,1000.1,93,0.01,0.22,3.64,143,7.7,8.6,0.388,0,0.0,0.0,0.0,light rain
1673038800,9.8,81,6.8,7.1,0.1,1023.6,1000.1,100,0.01,0.23,3.76,155,7.4,8.7,0.388,0,0.0,0.0,0.0,light rain
1673042400,10.2,84,7.6,7.3,0.0,1023.2,999.7,76,0.01,0.2,4.39,156,8.6,8.8,0.388,0,0.0,0.0,0.0,broken clouds
1673046000,10.2,87,8.1,7.1,0.4,1022.7,999.2,100,0.01,0.17,4.96,161,9.8,8.9,0.391,0,0.0,0.0,0.0,light rain
1673049600,10.6,82,7.6,7.3,0.0,1021.9,998.5,100,0.02,0.23,5.03,163,10.3,10.3,0.388,0,0.0,0.0,0.0,overcast clouds
1673053200,11.0,84,8.4,8.0,0.0,1021.5,998.1,100,0.02,0.21,5.05,172,10.2,10.1,0.388,0,0.0,0.0,0.0,overcast clouds
1673056800,11.6,84,9.0,8.1,0.0,1020.3,997.0,100,0.02,0.22,6.24,174,12.4,10.1,0.388,0,0.0,0.0,0.0,overcast clouds
1673060400,11.7,87,9.6,8.2,1.2,1020.1,996.8,100,0.02,0.18,6.5,181,12.8,10.1,0.401,0,0.0,0.0,0.0,light rain
1673064000,11.5,91,10.1,7.9,2.1,1018.8,995.5,100,0.01,0.12,7.01,177,14.8,10.2,0.425,0,0.0,0.0,0.0,light rain
1673067600,11.6,91,10.3,7.4,3.3,1017.4,994.2,100,0.01,0.12,8.31,183,16.7,10.3,0.427,0,0.0,0.0,0.0,moderate rain
1673071200,11.5,92,10.3,7.5,5.3,1017.4,994.2,100,0.01,0.1,7.83,185,17.2,10.3,0.43,0,0.0,0.0,0.0,moderate rain
1673074800,11.7,93,10.7,8.1,10.9,1017.2,994.0,100,0.0,0.09,7.38,193,17.2,10.4,0.43,0,0.0,0.0,0.0,heavy intensity rain
1673078400,11.9,94,11.0,8.3,6.2,1017.3,994.1,100,0.0,0.08,7.5,193,16.5,10.6,0.43,0,0.0,0.0,0.0,moderate rain
1673082000,12.3,96,11.6,9.5,12.0,1017.1,993.9,100,0.02,0.06,6.36,196,15.8,10.8,0.43,1,0.0,2.2,15.0,heavy intensity rain
1673085600,12.9,95,12.1,10.3,5.1,1017.6,994.5,100,0.03,0.08,6.13,214,13.9,11.2,0.43,1,0.0,0.0,0.0,moderate rain
1673089200,13.3,97,12.9,11.3,2.7,1017.6,994.5,100,0.02,0.04,5.48,232,12.0,11.5,0.43,1,0.0,0.0,0.0,moderate rain
1673092800,13.3,96,12.6,10.9,5.0,1017.4,994.3,100,0.03,0.07,6.22,233,11.2,12.2,0.43,1,0.0,1.1,2.5,moderate rain
1673096400,13.1,93,12.0,11.2,2.0,1016.9,993.8,100,0.04,0.11,4.83,243,12.3,12.1,0.43,1,0.0,0.0,0.0,light rain
1673100000,12.7,92,11.5,10.9,0.9,1016.5,993.4,100,0.03,0.12,4.44,256,11.3,11.9,0.429,1,0.0,0.0,0.0,light rain
1673103600,12.9,92,11.6,11.7,0.5,1016.3,993.2,100,0.04,0.12,3.4,246,8.6,11.9,0.43,1,0.0,0.0,0.0,light rain
1673107200,12.4,92,11.1,10.6,2.0,1016.7,993.5,100,0.03,0.11,4.04,261,9.2,11.7,0.43,1,0.0,0.0,0.0,light rain
1673110800,12.1,93,10.9,11.2,1.2,1016.9,993.7,94,0.02,0.1,2.24,243,9.6,11.5,0.43,1,0.0,0.0,0.0,light rain
1673114400,11.5,88,9.5,9.9,0.6,1017.2,994.0,100,0.02,0.17,2.86,245,8.7,11.2,0.429,0,0.0,0.0,0.0,light rain
1673118000,11.2,87,9.1,9.6,0.5,1017.5,994.2,100,0.0,0.18,2.66,236,5.8,10.9,0.43,0,0.0,0.0,0.0,light rain
1673121600,10.9,92,9.6,9.4,0.3,1018.4,995.1,100,0.0,0.11,2.82,243,5.9,10.7,0.428,0,0.0,0.0,0.0,light rain
1673125200,10.8,94,9.9,9.0,0.4,1018.2,994.9,100,0.0,0.08,3.56,232,7.0,10.6,0.428,0,0.0,0.0,0.0,light rain
1673128800,11.1,93,10.0,9.4,0.4,1017.8,994.5,100,0.0,0.09,3.47,224,7.1,10.6,0.428,0,0.0,0.0,0.0,light rain
1673132400,11.0,93,9.9,9.4,1.1,1017.8,994.5,100,0.0,0.09,3.19,221,7.5,10.6,0.43,0,0.0,0.0,0.0,light rain
1673136000,11.0,92,9.7,8.6,2.3,1017.3,994.0,100,0.0,0.11,4.5,217,7.1,10.5,0.43,0,0.0,0.0,0.0,light rain
1673139600,11.0,91,9.6,8.2,2.6,1016.5,993.2,100,0.0,0.12,5.33,214,10.6,10.5,0.43,0,0.0,0.0,0.0,moderate rain
1673143200,11.4,93,10.3,9.0,2.9,1015.5,992.3,100,0.0,0.1,4.86,217,10.5,10.6,0.43,0,0.0,0.0,0.0,moderate rain
1673146800,11.6,94,10.7,9.4,4.1,1014.9,991.7,100,0.0,0.08,4.56,218,9.5,10.7,0.43,0,0.0,0.0,0.0,moderate rain
