dt,temp,humidity,dew_point,feels_like,rain_1h,sea_level,grnd_level,clouds_all,evapotranspiration,vapour_pressure_deficit (kPa),wind_speed,wind_direction,wind_gusts,soil_temperature,soil_moisture,is_day,sunshine_duration (s),direct_radiation_instant,direct_normal_irradiance_instant,weather_description
1652425200,17.5,58,9.0,16.7,0.0,1019.6,996.8,8,0.08,0.85,1.08,68,2.2,15.2,0.135,1,3600.0,124.1,411.7,clear sky
1652428800,19.9,55,10.6,19.6,0.0,1019.7,997.1,2,0.19,1.05,0.85,45,2.9,17.0,0.134,1,3600.0,297.8,619.6,clear sky
1652432400,22.4,49,11.1,22.6,0.0,1019.6,997.2,6,0.32,1.39,0.45,27,3.0,19.1,0.134,1,3600.0,481.8,751.3,clear sky
1652436000,24.5,44,11.5,25.7,0.0,1019.5,997.2,0,0.45,1.72,0.41,256,3.0,21.5,0.133,1,3600.0,630.1,815.7,clear sky
1652439600,25.9,40,11.4,27.1,0.0,1019.3,997.1,0,0.57,1.99,1.7,267,4.9,23.6,0.132,1,3600.0,758.6,876.7,clear sky
1652443200,26.9,36,10.6,28.2,0.0,1019.1,997.0,2,0.61,2.27,1.61,277,6.8,24.8,0.134,1,3600.0,777.1,850.8,clear sky
1652446800,27.2,36,10.8,28.7,0.0,1018.7,996.6,2,0.66,2.32,2.12,278,5.6,26.3,0.133,1,3600.0,820.4,898.0,clear sky
1652450400,27.4,35,10.7,28.4,0.0,1018.4,996.4,12,0.66,2.37,2.6,270,6.3,27.3,0.131,1,3600.0,788.7,910.8,few clouds
1652454000,26.9,35,10.3,26.5,0.0,1018.3,996.2,27,0.59,2.3,3.5,268,7.6,27.7,0.13,1,3600.0,634.2,819.9,scattered clouds
1652457600,26.0,37,10.2,25.1,0.0,1018.1,996.0,30,0.5,2.12,3.26,281,7.8,27.5,0.13,1,3600.0,521.6,811.5,scattered clouds
1652461200,25.1,39,10.0,23.7,0.0,1018.2,996.0,30,0.38,1.96,2.72,276,7.1,26.9,0.129,1,3600.0,338.4,701.3,scattered clouds
1652464800,23.7,43,10.3,22.6,0.0,1018.1,995.8,30,0.24,1.68,2.4,272,5.7,25.8,0.129,1,3600.0,150.3,494.6,scattered clouds
1652468400,21.2,59,12.7,21.3,0.0,1017.9,995.4,30,0.09,1.04,1.4,266,4.8,24.3,0.129,1,2600.88,17.4,146.7,scattered clouds
1652472000,18.3,72,13.1,18.5,0.0,1017.9,995.2,30,0.03,0.6,1.58,252,2.7,22.5,0.129,0,0.0,0.0,0.0,scattered clouds
1652475600,17.4,75,12.9,17.7,0.0,1018.3,995.5,30,0.0,0.49,1.22,215,2.5,21.0,0.129,0,0.0,0.0,0.0,scattered clouds
1652479200,16.2,82,13.1,16.5,0.0,1018.3,995.4,30,0.0,0.34,1.43,168,2.2,19.8,0.129,0,0.0,0.0,0.0,scattered clouds
1652482800,16.0,84,13.3,16.1,0.0,1018.0,995.1,30,0.0,0.29,1.86,126,2.5,19.0,0.129,0,0.0,0.0,0.0,scattered clouds
1652486400,17.3,76,13.0,17.5,0.0,1017.3,994.5,31,0.0,0.48,1.49,42,2.5,18.1,0.128,0,0.0,0.0,0.0,scattered clouds
1652490000,16.2,77,12.2,15.7,0.0,1016.8,993.9,33,0.01,0.42,2.28,38,2.8,17.5,0.128,0,0.0,0.0,0.0,scattered clouds
1652493600,16.3,72,11.2,15.7,0.0,1015.9,993.1,30,0.01,0.52,1.92,39,3.2,17.1,0.128,0,0.0,0.0,0.0,scattered clouds
1652497200,15.7,72,10.7,15.0,0.0,1015.1,992.2,44,0.01,0.49,1.77,43,3.2,16.8,0.128,0,0.0,0.0,0.0,scattered clouds
1652500800,14.8,77,10.8,14.3,0.0,1014.7,991.8,65,0.0,0.39,1.52,67,3.6,16.5,0.129,0,0.0,0.0,0.0,broken clouds
1652504400,15.0,74,10.4,14.5,0.0,1014.9,992.0,51,0.0,0.44,1.28,129,2.5,16.3,0.129,0,0.0,0.0,0.0,broken clouds
1652508000,17.3,65,10.7,15.9,0.0,1015.7,993.0,89,0.06,0.69,3.16,101,8.2,16.4,0.129,1,0.0,2.3,19.3,overcast clouds
1652511600,18.2,66,11.9,17.3,0.0,1015.3,992.6,35,0.09,0.7,2.98,76,6.1,16.8,0.129,1,468.12,23.0,75.6,scattered clouds
1652515200,21.6,60,13.6,21.4,0.0,1014.9,992.5,60,0.2,1.03,2.69,75,6.1,18.3,0.129,1,3600.0,205.6,425.7,broken clouds
1652518800,24.3,50,13.2,23.5,0.0,1014.6,992.4,10,0.35,1.52,3.5,90,7.2,20.2,0.129,1,3600.0,374.5,582.0,clear sky
1652522400,26.2,43,12.8,25.3,0.0,1014.4,992.4,10,0.51,1.93,4.68,110,9.5,22.2,0.128,1,3600.0,609.3,786.8,clear sky
1652526000,27.4,40,12.5,27.0,0.0,1013.7,991.8,1,0.59,2.21,4.61,117,10.1,24.0,0.127,1,3600.0,663.8,765.6,clear sky
1652529600,26.9,46,14.4,28.2,0.0,1013.3,991.3,5,0.63,1.91,3.94,120,9.6,24.3,0.137,1,3600.0,796.5,870.4,clear sky
1652533200,26.6,51,15.6,27.5,0.0,1012.9,990.9,15,0.63,1.7,5.33,130,11.1,25.8,0.136,1,3600.0,768.7,839.8,few clouds
1652536800,27.5,45,14.5,28.4,0.0,1011.8,989.9,30,0.6,2.02,3.76,115,11.3,26.6,0.135,1,3600.0,627.9,723.7,scattered clouds
1652540400,27.2,40,12.2,26.1,0.3,1011.9,990.0,71,0.6,2.18,5.5,155,10.6,27.3,0.137,1,3600.0,576.1,743.0,light rain
1652544000,25.1,52,14.4,24.8,0.0,1011.2,989.1,17,0.36,1.54,3.36,120,12.1,26.5,0.136,1,3600.0,246.0,381.5,few clouds
1652547600,25.8,49,14.3,25.7,0.0,1010.9,988.9,33,0.37,1.69,2.9,92,6.9,26.4,0.136,1,3600.0,337.8,696.8,scattered clouds
1652551200,25.1,52,14.6,25.3,0.0,1010.4,988.4,40,0.23,1.53,2.56,149,6.3,25.7,0.135,1,3600.0,151.4,494.1,scattered clouds
1652554800,23.3,65,16.3,23.7,0.0,1010.4,988.2,27,0.13,1.01,3.49,193,6.5,24.6,0.135,1,3600.0,39.2,322.4,scattered clouds
1652558400,20.6,76,16.3,21.7,0.0,1011.1,988.7,29,0.04,0.57,1.96,195,7.1,23.3,0.135,0,0.0,0.0,0.0,scattered clouds
1652562000,18.8,72,13.7,18.8,0.0,1011.8,989.3,40,0.02,0.61,2.43,189,4.8,21.9,0.135,0,0.0,0.0,0.0,scattered clouds
1652565600,17.6,70,12.1,15.8,0.0,1012.4,989.7,48,0.05,0.6,4.74,205,9.1,20.8,0.135,0,0.0,0.0,0.0,scattered clouds
1652569200,15.9,86,13.6,15.2,0.2,1013.0,990.2,100,0.01,0.25,3.61,194,9.5,19.8,0.137,0,0.0,0.0,0.0,light rain
1652572800,16.0,86,13.7,15.9,0.1,1013.2,990.4,92,0.0,0.26,2.59,152,7.1,19.6,0.131,0,0.0,0.0,0.0,light rain
1652576400,15.9,85,13.5,15.2,0.0,1013.1,990.3,90,0.01,0.26,3.54,172,7.2,18.9,0.132,0,0.0,0.0,0.0,overcast clouds
1652580000,16.2,85,13.6,15.1,0.3,1012.6,989.8,100,0.02,0.28,4.33,187,8.8,18.5,0.135,0,0.0,0.0,0.0,light rain
1652583600,16.1,81,12.9,14.5,0.0,1012.3,989.5,100,0.03,0.34,4.94,187,9.6,18.1,0.135,0,0.0,0.0,0.0,overcast clouds
1652587200,15.7,80,12.2,14.1,0.0,1012.1,989.3,29,0.03,0.36,4.52,175,10.0,17.7,0.135,0,0.0,0.0,0.0,scattered clouds
1652590800,15.2,81,11.9,13.4,0.1,1012.1,989.3,100,0.02,0.33,4.46,171,9.1,17.2,0.136,0,0.0,0.0,0.0,light rain
1652594400,15.1,83,12.2,12.9,1.2,1012.9,990.0,100,0.05,0.3,5.5,182,10.9,16.7,0.148,1,0.0,0.0,0.0,light rain
1652598000,14.6,92,13.2,12.4,0.8,1013.6,990.7,100,0.04,0.14,6.24,196,12.9,16.2,0.158,1,0.0,0.0,0.0,light rain
1652601600,14.6,86,12.3,12.3,0.4,1014.3,991.4,100,0.05,0.23,5.88,198,12.1,16.1,0.162,1,0.0,0.0,0.0,light rain
1652605200,16.0,84,13.3,14.5,0.1,1014.3,991.5,97,0.11,0.29,5.06,198,12.4,16.4,0.163,1,0.0,36.4,56.4,light rain
1652608800,17.5,76,13.1,15.2,0.1,1014.8,992.1,100,0.22,0.49,6.36,199,14.0,17.5,0.163,1,3600.0,270.8,348.9,light rain
1652612400,18.9,66,12.3,15.9,0.1,1015.3,992.7,100,0.31,0.75,7.16,205,14.7,18.7,0.164,1,3600.0,327.1,376.5,light rain
1652616000,19.4,64,12.4,16.8,0.0,1015.5,992.9,92,0.31,0.81,6.35,208,15.1,20.2,0.163,1,3600.0,213.7,233.1,overcast clouds
1652619600,18.9,59,10.7,15.5,0.0,1015.6,993.0,80,0.31,0.9,6.8,206,14.7,20.5,0.162,1,3600.0,188.2,205.2,broken clouds
1652623200,19.6,58,11.1,16.2,0.0,1015.2,992.6,100,0.33,0.96,7.16,205,15.0,21.0,0.161,1,3349.98,149.2,171.7,overcast clouds
1652626800,18.8,66,12.3,16.1,0.4,1015.2,992.6,76,0.26,0.74,6.54,203,15.6,20.8,0.165,1,594.71,62.0,79.8,light rain
1652630400,18.0,68,12.1,14.8,0.3,1015.4,992.7,48,0.22,0.65,7.39,210,15.8,20.4,0.167,1,2480.25,92.3,142.7,light rain
1652634000,18.0,71,12.8,15.4,0.2,1015.7,993.0,65,0.21,0.59,6.64,211,14.8,20.2,0.168,1,3600.0,169.5,348.0,light rain
1652637600,17.4,74,12.8,14.9,0.1,1016.4,993.6,72,0.14,0.51,6.38,212,13.0,19.8,0.168,1,1432.72,33.3,107.8,light rain
1652641200,16.5,79,12.9,14.5,0.0,1016.2,993.4,100,0.08,0.4,5.69,198,12.5,19.1,0.168,1,0.0,2.9,23.1,overcast clouds
1652644800,15.8,84,13.1,14.3,0.4,1016.7,993.8,74,0.04,0.29,4.9,192,10.9,18.3,0.172,0,0.0,0.0,0.0,light rain
1652648400,15.6,88,13.5,14.8,0.2,1017.1,994.2,96,0.01,0.22,3.72,174,9.4,17.5,0.174,0,0.0,0.0,0.0,light rain
1652652000,15.5,86,13.2,15.0,0.0,1017.3,994.4,83,0.01,0.25,3.06,169,7.7,17.0,0.174,0,0.0,0.0,0.0,broken clouds
1652655600,15.6,86,13.3,14.5,0.1,1017.3,994.4,100,0.01,0.24,4.02,174,7.6,16.7,0.175,0,0.0,0.0,0.0,light rain
1652659200,15.5,80,12.1,14.2,0.2,1017.5,994.6,100,0.02,0.35,3.81,177,10.3,16.2,0.201,0,0.0,0.0,0.0,light rain
1652662800,15.8,81,12.5,14.0,0.2,1017.4,994.5,100,0.03,0.34,5.01,177,9.9,16.1,0.203,0,0.0,0.0,0.0,light rain
1652666400,15.3,88,13.3,14.0,1.2,1017.1,994.2,100,0.01,0.21,4.4,181,10.0,15.9,0.215,0,0.0,0.0,0.0,light rain
1652670000,15.1,90,13.4,14.2,1.2,1017.0,994.1,100,0.0,0.17,3.81,177,8.9,15.7,0.23,0,0.0,0.0,0.0,light rain
1652673600,15.1,91,13.6,14.4,0.6,1017.3,994.3,100,0.0,0.16,3.47,192,7.9,15.6,0.238,0,0.0,0.0,0.0,light rain
1652677200,15.1,91,13.6,14.4,0.9,1017.4,994.4,100,0.0,0.15,3.62,186,7.2,15.5,0.249,0,0.0,0.0,0.0,light rain
1652680800,15.1,92,13.8,14.6,0.5,1017.7,994.7,100,0.02,0.13,3.4,182,7.8,15.5,0.256,1,0.0,0.0,0.0,light rain
1652684400,15.6,91,14.1,15.4,0.8,1018.0,995.1,100,0.04,0.16,2.92,174,7.0,15.7,0.267,1,0.0,8.6,27.7,light rain
1652688000,16.0,88,14.1,15.6,0.4,1018.3,995.4,100,0.05,0.22,3.31,175,6.6,15.8,0.272,1,0.0,0.0,0.0,light rain
1652691600,17.3,83,14.3,16.5,0.1,1018.7,995.9,100,0.11,0.34,4.1,181,10.5,16.4,0.272,1,0.0,5.7,8.8,light rain
1652695200,17.4,81,14.2,16.7,0.6,1019.0,996.2,100,0.11,0.37,3.9,180,8.9,16.7,0.277,1,0.0,4.3,5.6,light rain
1652698800,17.2,84,14.4,16.2,0.7,1019.6,996.8,100,0.12,0.32,4.6,182,10.1,16.9,0.284,1,0.0,30.5,35.0,light rain
1652702400,17.6,83,14.6,16.5,0.1,1019.5,996.7,100,0.21,0.35,5.08,190,13.3,17.1,0.367,1,237.26,62.4,67.9,light rain
1652706000,17.7,85,15.2,16.5,0.6,1019.4,996.6,42,0.15,0.3,5.65,193,12.0,17.5,0.367,1,0.0,0.0,0.0,light rain
1652709600,20.5,67,14.2,18.9,0.2,1019.0,996.4,12,0.4,0.8,7.06,201,14.0,18.9,0.362,1,3600.0,427.4,490.7,light rain
1652713200,20.8,66,14.3,19.4,0.0,1018.7,996.2,29,0.41,0.83,7.11,208,14.0,19.9,0.355,1,3600.0,557.6,715.7,scattered clouds
1652716800,20.3,68,14.3,18.3,0.0,1018.7,996.1,39,0.36,0.75,7.48,210,14.7,20.4,0.348,1,3600.0,474.3,731.0,scattered clouds
1652720400,19.3,76,14.9,17.3,0.1,1018.9,996.2,33,0.24,0.54,6.94,208,14.6,20.3,0.344,1,3600.0,257.0,525.3,light rain
1652724000,18.3,81,15.0,16.6,0.1,1018.9,996.2,74,0.14,0.4,6.36,210,13.5,19.8,0.341,1,3600.0,107.0,343.8,light rain
1652727600,17.5,84,14.7,16.5,0.1,1019.2,996.4,90,0.07,0.32,4.88,208,12.3,19.1,0.339,1,663.18,10.4,82.1,light rain
1652731200,16.7,87,14.6,16.3,0.0,1019.8,996.9,90,0.03,0.25,3.74,196,9.7,18.4,0.336,0,0.0,0.0,0.0,overcast clouds
1652734800,16.4,89,14.7,16.2,0.0,1020.4,997.5,90,0.0,0.2,3.51,183,7.6,17.9,0.334,0,0.0,0.0,0.0,overcast clouds
1652738400,16.1,91,14.6,16.1,0.0,1020.5,997.5,90,0.0,0.16,2.96,168,7.0,17.4,0.332,0,0.0,0.0,0.0,overcast clouds
1652742000,15.6,93,14.5,15.6,0.0,1020.1,997.1,100,0.0,0.12,2.79,159,6.0,17.0,0.331,0,0.0,0.0,0.0,overcast clouds
1652745600,16.2,89,14.3,15.7,0.0,1019.9,997.0,100,0.0,0.21,3.68,158,5.6,17.2,0.337,0,0.0,0.0,0.0,overcast clouds
1652749200,16.2,87,14.0,15.5,0.2,1019.4,996.5,100,0.01,0.24,3.94,153,7.9,16.9,0.337,0,0.0,0.0,0.0,light rain
1652752800,16.3,85,13.8,15.4,0.1,1018.9,996.0,100,0.01,0.28,4.2,155,8.3,16.7,0.335,0,0.0,0.0,0.0,light rain
1652756400,16.3,86,14.0,15.2,0.6,1018.5,995.6,100,0.01,0.25,4.63,166,10.2,16.5,0.338,0,0.0,0.0,0.0,light rain
1652760000,15.9,92,14.6,15.1,0.8,1018.8,995.9,100,0.0,0.14,4.5,181,10.0,16.2,0.345,0,0.0,0.0,0.0,light rain
1652763600,15.9,95,15.1,15.3,1.1,1018.9,996.0,100,0.0,0.09,4.42,185,9.6,16.1,0.358,0,0.0,0.0,0.0,light rain
1652767200,15.8,94,14.9,15.2,0.6,1019.3,996.4,100,0.02,0.11,4.4,183,9.7,16.1,0.362,1,0.0,0.0,0.0,light rain
1652770800,15.8,97,15.3,15.5,0.3,1020.0,997.0,100,0.03,0.06,4.0,183,9.1,16.1,0.361,1,0.0,0.0,0.0,light rain
1652774400,16.6,94,15.7,16.4,0.1,1020.3,997.4,100,0.05,0.11,4.01,184,10.3,16.4,0.359,1,0.0,13.4,27.4,light rain
1652778000,17.0,92,15.7,16.5,0.1,1020.8,997.9,100,0.07,0.15,4.71,192,10.7,16.7,0.355,1,0.0,6.8,10.5,light rain
1652781600,17.1,88,15.1,16.1,0.4,1021.2,998.3,67,0.12,0.23,5.1,206,11.3,17.1,0.356,1,0.0,19.6,25.1,light rain
1652785200,18.5,83,15.6,17.6,0.2,1021.3,998.5,95,0.25,0.35,5.42,203,12.2,18.2,0.354,1,3600.0,207.1,237.6,light rain
1652788800,19.8,74,15.0,18.0,0.3,1021.0,998.3,57,0.29,0.6,6.54,209,11.1,18.9,0.349,1,3600.0,183.0,198.9,light rain
1652792400,20.2,72,15.0,18.7,0.5,1020.9,998.3,61,0.34,0.66,6.48,218,12.9,19.6,0.349,1,3600.0,310.7,337.7,light rain
1652796000,19.5,77,15.3,18.0,0.5,1020.9,998.2,40,0.28,0.53,6.44,222,13.0,19.9,0.349,1,3600.0,258.8,296.6,light rain
1652799600,19.6,77,15.5,18.5,0.3,1020.7,998.0,44,0.28,0.52,5.66,225,12.7,20.1,0.348,1,3600.0,212.5,272.2,light rain
1652803200,19.7,76,15.4,19.1,0.1,1020.6,997.9,49,0.26,0.55,4.74,228,11.2,20.2,0.345,1,3600.0,202.8,311.7,light rain
1652806800,19.5,76,15.2,19.3,0.1,1020.5,997.8,77,0.24,0.55,3.7,232,9.5,20.3,0.341,1,3600.0,223.8,455.4,light rain
1652810400,19.1,79,15.3,19.3,0.1,1020.4,997.7,100,0.15,0.47,2.92,232,7.6,20.0,0.339,1,3600.0,99.5,317.1,light rain
1652814000,18.3,83,15.4,19.2,0.0,1020.2,997.4,58,0.06,0.35,1.72,234,6.1,19.4,0.337,1,3069.65,21.1,162.3,broken clouds
1652817600,16.5,94,15.4,17.7,0.0,1020.3,997.4,30,0.01,0.12,1.22,235,3.5,18.6,0.335,0,0.0,0.0,0.0,scattered clouds
1652821200,16.8,91,15.3,18.4,0.0,1020.2,997.3,30,0.0,0.17,0.45,153,2.4,17.6,0.333,0,0.0,0.0,0.0,scattered clouds
1652824800,16.3,93,15.2,17.6,0.0,1019.9,997.0,30,0.0,0.13,0.89,117,2.0,16.8,0.332,0,0.0,0.0,0.0,scattered clouds
1652828400,15.9,94,14.9,17.3,0.0,1019.5,996.6,30,0.0,0.11,0.54,112,2.0,16.2,0.33,0,0.0,0.0,0.0,scattered clouds
1652832000,15.3,97,14.9,16.6,0.0,1019.3,996.3,31,0.0,0.05,0.63,108,1.6,16.3,0.326,0,0.0,0.0,0.0,scattered clouds
1652835600,14.9,97,14.5,16.3,0.0,1018.8,995.8,34,0.0,0.04,0.3,90,1.7,15.8,0.325,0,0.0,0.0,0.0,scattered clouds
1652839200,13.9,100,13.8,15.0,0.0,1018.3,995.2,100,0.0,0.01,0.36,56,1.4,15.6,0.324,0,0.0,0.0,0.0,overcast clouds
1652842800,14.2,99,14.0,15.4,0.0,1018.1,995.1,100,0.0,0.02,0.32,162,1.4,15.5,0.323,0,0.0,0.0,0.0,overcast clouds
1652846400,13.8,100,13.8,14.7,0.0,1018.1,995.0,100,0.0,0.0,0.63,198,1.7,15.4,0.322,0,0.0,0.0,0.0,overcast clouds
1652850000,13.8,100,13.8,14.8,0.0,1018.2,995.1,100,0.0,0.01,0.6,180,1.8,15.3,0.321,0,0.0,0.0,0.0,overcast clouds
1652853600,14.4,100,14.4,15.4,0.0,1018.4,995.4,100,0.01,0.01,0.92,131,2.2,15.4,0.32,1,0.0,9.1,70.3,overcast clouds
1652857200,15.2,98,14.9,16.1,0.0,1018.7,995.7,100,0.04,0.03,1.3,157,3.4,15.9,0.319,1,95.45,19.8,63.2,overcast clouds
1652860800,16.1,92,14.8,16.8,0.0,1018.8,995.9,100,0.07,0.15,1.68,163,4.0,16.5,0.318,1,0.0,0.0,0.0,overcast clouds
1652864400,17.2,86,14.8,17.9,0.0,1019.1,996.3,100,0.12,0.27,1.8,199,4.5,17.1,0.317,1,0.0,11.4,17.4,overcast clouds
1652868000,17.7,85,15.1,18.2,0.1,1019.2,996.4,100,0.14,0.31,2.33,223,5.3,17.7,0.317,1,0.0,13.0,16.7,light rain
1652871600,18.0,85,15.4,18.4,0.2,1019.3,996.5,100,0.18,0.31,2.82,243,6.3,18.3,0.317,1,0.0,33.6,38.5,light rain
1652875200,18.3,77,14.3,17.9,0.1,1019.1,996.4,100,0.27,0.48,3.61,256,6.9,19.8,0.32,1,1528.66,102.2,111.0,light rain
1652878800,18.5,77,14.5,18.7,0.0,1018.9,996.2,100,0.24,0.49,2.5,254,7.5,20.0,0.318,1,0.0,23.9,25.9,overcast clouds
1652882400,19.2,74,14.6,19.3,0.1,1018.7,996.0,100,0.29,0.57,2.82,264,6.5,20.4,0.316,1,861.41,77.6,88.7,light rain
1652886000,19.8,71,14.5,20.5,0.0,1018.3,995.7,89,0.39,0.67,2.9,270,7.2,21.2,0.313,1,3600.0,344.3,440.0,overcast clouds
1652889600,19.8,69,13.9,20.1,0.0,1018.2,995.6,44,0.37,0.72,3.01,266,7.1,21.6,0.309,1,3600.0,443.0,678.7,scattered clouds
1652893200,19.3,68,13.2,18.8,0.0,1018.0,995.4,13,0.28,0.72,2.8,268,7.0,21.4,0.307,1,3600.0,292.6,592.9,few clouds
1652896800,18.1,68,12.2,17.0,0.0,1018.2,995.5,52,0.19,0.66,3.5,272,7.0,20.7,0.305,1,3600.0,164.3,519.8,broken clouds
1652900400,16.4,73,11.5,15.3,0.0,1018.6,995.7,63,0.09,0.51,3.14,279,7.2,19.6,0.303,1,3600.0,39.5,298.7,broken clouds
1652904000,14.7,79,11.0,14.2,0.0,1019.2,996.2,65,0.02,0.36,1.55,285,5.8,18.4,0.303,0,0.0,0.0,0.0,broken clouds
1652907600,13.2,85,10.7,12.7,0.0,1019.6,996.4,44,0.0,0.24,1.39,300,3.0,17.2,0.302,0,0.0,0.0,0.0,scattered clouds
1652911200,11.8,90,10.2,10.7,0.0,1019.6,996.3,2,0.0,0.14,2.2,330,3.2,16.1,0.302,0,0.0,0.0,0.0,clear sky
1652914800,12.2,85,9.7,11.3,0.0,1019.3,996.1,4,0.0,0.22,1.75,329,3.2,15.2,0.301,0,0.0,0.0,0.0,clear sky
1652918400,12.6,81,9.4,12.0,0.0,1019.3,996.1,13,0.0,0.28,0.92,319,2.5,15.3,0.297,0,0.0,0.0,0.0,few clouds
1652922000,12.3,82,9.4,12.0,0.0,1018.9,995.7,6,0.0,0.26,0.32,342,1.5,14.4,0.297,0,0.0,0.0,0.0,clear sky
1652925600,12.0,83,9.2,11.5,0.0,1018.8,995.6,2,0.0,0.23,0.61,351,1.3,13.6,0.296,0,0.0,0.0,0.0,clear sky
1652929200,11.5,86,9.2,10.7,0.0,1018.4,995.1,3,0.0,0.19,1.21,66,1.9,13.0,0.296,0,0.0,0.0,0.0,clear sky
1652932800,10.0,96,9.4,9.5,0.0,1018.5,995.1,25,0.0,0.05,0.61,99,1.9,12.6,0.296,0,0.0,0.0,0.0,few clouds
1652936400,8.6,100,8.6,7.9,0.0,1018.7,995.2,100,0.0,0.0,0.71,98,1.0,12.2,0.295,0,0.0,0.0,0.0,overcast clouds
1652940000,9.3,98,9.1,8.7,0.0,1019.1,995.6,100,0.0,0.02,0.82,104,2.1,12.3,0.295,1,83.23,15.9,120.6,overcast clouds
1652943600,10.9,98,10.7,10.7,0.0,1019.5,996.2,100,0.05,0.02,0.8,90,2.8,13.0,0.295,1,3561.08,56.4,178.7,overcast clouds
1652947200,13.3,90,11.7,13.6,0.0,1019.4,996.3,30,0.13,0.16,0.5,90,3.0,14.3,0.294,1,3600.0,122.8,249.0,scattered clouds
1652950800,15.5,82,12.3,16.1,0.0,1019.4,996.4,27,0.23,0.33,0.22,333,3.0,15.9,0.292,1,3600.0,166.8,255.6,scattered clouds
1652954400,17.9,73,13.0,19.2,0.0,1019.1,996.3,4,0.38,0.55,0.85,315,3.9,17.8,0.29,1,3600.0,511.7,653.7,clear sky
1652958000,19.8,66,13.3,22.2,0.0,1018.6,996.0,28,0.51,0.78,1.06,311,4.5,19.7,0.287,1,3600.0,758.9,867.5,scattered clouds
1652961600,21.1,64,14.0,24.2,0.0,1018.1,995.6,9,0.57,0.9,1.14,285,4.6,21.1,0.282,1,3600.0,801.4,868.5,clear sky
1652965200,22.3,62,14.6,25.5,0.0,1017.7,995.3,15,0.59,1.03,1.4,266,4.9,22.5,0.279,1,3600.0,783.7,849.1,few clouds
1652968800,22.8,61,14.8,25.4,0.0,1017.4,995.0,26,0.57,1.09,2.2,270,5.9,23.3,0.275,1,3600.0,733.0,837.0,scattered clouds
1652972400,22.8,60,14.6,24.6,0.0,1017.1,994.7,7,0.51,1.11,2.52,277,6.2,23.7,0.271,1,3600.0,629.4,802.7,clear sky
1652976000,22.5,60,14.3,23.3,0.0,1016.8,994.4,20,0.43,1.09,2.65,281,6.2,23.6,0.268,1,3600.0,483.0,738.0,few clouds
1652979600,21.8,60,13.6,21.3,0.0,1016.9,994.5,30,0.33,1.05,3.08,283,6.6,23.2,0.266,1,3600.0,328.9,663.6,scattered clouds
1652983200,20.3,65,13.5,20.0,0.0,1017.0,994.5,30,0.2,0.84,2.92,292,6.7,22.2,0.265,1,3600.0,134.2,421.4,scattered clouds
1652986800,18.8,75,14.2,19.0,0.0,1017.2,994.5,30,0.09,0.55,2.28,285,5.8,21.0,0.264,1,3600.0,25.6,189.6,scattered clouds
1652990400,16.0,86,13.7,16.6,0.0,1017.7,994.8,30,0.02,0.25,1.33,283,4.3,19.6,0.264,0,0.0,0.0,0.0,scattered clouds
1652994000,14.9,91,13.4,15.3,0.0,1018.3,995.3,30,0.0,0.16,1.49,290,2.5,18.5,0.264,0,0.0,0.0,0.0,scattered clouds
1652997600,14.4,92,13.0,14.7,0.0,1018.6,995.6,30,0.0,0.14,1.26,288,2.3,17.6,0.264,0,0.0,0.0,0.0,scattered clouds
1653001200,14.7,87,12.5,15.1,0.0,1018.6,995.6,30,0.0,0.22,0.81,277,2.0,16.9,0.264,0,0.0,0.0,0.0,scattered clouds
1653004800,14.8,86,12.4,15.3,0.0,1018.9,995.9,89,0.0,0.24,0.57,315,1.6,16.4,0.261,0,0.0,0.0,0.0,overcast clouds
1653008400,14.2,89,12.4,14.4,0.0,1018.6,995.5,82,0.0,0.18,0.99,45,1.5,16.0,0.261,0,0.0,0.0,0.0,broken clouds
1653012000,14.6,88,12.5,15.0,0.0,1018.2,995.2,47,0.0,0.21,0.71,45,1.6,15.6,0.261,0,0.0,0.0,0.0,scattered clouds
1653015600,14.5,87,12.4,14.9,0.0,1018.2,995.2,34,0.0,0.21,0.81,353,1.3,15.3,0.261,0,0.0,0.0,0.0,scattered clouds
1653019200,12.5,94,11.5,12.2,0.0,1018.0,994.8,35,0.0,0.09,1.39,330,2.1,14.9,0.261,0,0.0,0.0,0.0,scattered clouds
1653022800,13.3,87,11.1,13.2,0.0,1018.5,995.4,21,0.0,0.21,0.92,319,2.4,14.3,0.261,0,0.0,0.0,0.0,few clouds
1653026400,12.5,95,11.6,12.5,0.0,1019.1,995.9,29,0.01,0.08,0.94,58,1.6,14.1,0.261,1,374.69,22.7,169.1,scattered clouds
1653030000,15.0,86,12.7,15.4,0.0,1019.7,996.7,30,0.07,0.24,0.81,353,2.5,14.9,0.261,1,3600.0,137.8,433.6,scattered clouds
1653033600,17.2,83,14.3,18.1,0.0,1019.8,997.0,30,0.18,0.33,1.1,5,3.5,16.4,0.26,1,3600.0,312.3,630.7,scattered clouds
1653037200,20.1,77,15.9,21.6,0.0,1019.6,997.0,4,0.31,0.55,1.02,349,3.9,18.2,0.259,1,3600.0,479.9,733.5,clear sky
1653040800,22.8,66,16.2,25.1,0.0,1019.3,996.9,19,0.44,0.93,1.3,337,4.3,20.2,0.256,1,3600.0,608.2,775.5,few clouds
1653044400,24.9,55,15.3,27.8,0.0,1019.2,996.9,0,0.55,1.41,1.27,315,4.5,22.0,0.253,1,3600.0,746.2,851.6,clear sky
