dt,temp,humidity,dew_point,feels_like,rain_1h,sea_level,grnd_level,clouds_all,evapotranspiration,vapour_pressure_deficit (kPa),wind_speed,wind_direction,wind_gusts,soil_temperature,soil_moisture,is_day,sunshine_duration (s),direct_radiation_instant,direct_normal_irradiance_instant,weather_description
1630454400,17.8,90,16.0,19.5,0.0,1014.6,991.9,25,0.0,0.21,0.73,196,2.5,21.5,0.097,0,0.0,0.0,0.0,few clouds
1630458000,17.3,92,16.0,19.0,0.0,1014.4,991.7,28,0.0,0.16,0.91,186,2.0,20.9,0.097,0,0.0,0.0,0.0,scattered clouds
1630461600,17.1,93,15.9,18.5,0.0,1014.4,991.7,30,0.0,0.14,1.3,122,2.4,20.3,0.097,0,0.0,0.0,0.0,scattered clouds
1630465200,17.1,93,16.0,18.4,4.0,1014.9,992.2,37,0.0,0.13,1.5,86,4.8,19.7,0.148,0,0.0,0.0,0.0,moderate rain
1630468800,17.5,93,16.4,19.1,0.4,1014.0,991.3,61,0.0,0.14,1.3,328,3.9,19.4,0.154,0,0.0,0.0,0.0,light rain
1630472400,17.5,94,16.5,19.1,0.0,1013.8,991.1,39,0.0,0.12,1.33,13,3.5,19.2,0.154,0,0.0,0.0,0.0,scattered clouds
1630476000,17.5,92,16.2,19.2,0.0,1014.0,991.3,40,0.0,0.15,0.81,150,2.8,18.8,0.154,0,0.0,0.0,0.0,scattered clouds
1630479600,18.8,86,16.5,20.1,0.0,1014.1,991.5,21,0.03,0.3,1.91,96,3.7,18.9,0.154,1,189.73,19.6,109.5,few clouds
1630483200,20.8,79,17.0,22.6,0.0,1014.4,991.9,26,0.1,0.51,1.39,339,4.3,19.7,0.154,1,3600.0,93.7,255.9,scattered clouds
1630486800,22.1,74,17.2,24.5,0.1,1015.0,992.6,38,0.2,0.7,0.41,256,4.2,21.2,0.155,1,3600.0,201.0,375.5,light rain
1630490400,23.0,69,16.9,24.8,0.0,1015.1,992.8,39,0.25,0.89,1.26,288,4.2,22.5,0.154,1,3600.0,226.3,335.9,scattered clouds
1630494000,24.1,64,17.0,26.2,0.0,1015.4,993.2,49,0.37,1.07,0.73,286,5.1,24.2,0.154,1,3600.0,364.7,471.8,scattered clouds
1630497600,24.0,62,16.3,25.6,0.0,1014.8,992.6,45,0.45,1.14,2.69,135,4.2,21.3,0.182,1,3600.0,458.5,555.1,scattered clouds
1630501200,25.8,56,16.5,29.0,0.0,1014.1,992.0,29,0.53,1.44,1.08,158,6.7,23.9,0.18,1,3600.0,570.1,687.9,scattered clouds
1630504800,24.9,61,16.8,27.3,1.5,1014.6,992.4,100,0.48,1.23,2.04,259,6.1,25.8,0.196,1,3600.0,487.8,624.0,light rain
1630508400,22.5,76,18.0,24.6,2.7,1015.2,992.9,69,0.31,0.66,1.73,280,6.6,25.4,0.228,1,3600.0,223.5,325.1,moderate rain
1630512000,21.2,82,17.9,22.9,0.1,1015.5,993.1,76,0.16,0.46,2.21,275,6.4,24.4,0.228,1,222.5,37.3,67.4,light rain
1630515600,21.2,82,18.0,23.7,0.0,1015.4,993.0,44,0.13,0.45,0.98,336,5.2,24.0,0.227,1,1062.04,36.9,95.4,scattered clouds
1630519200,21.2,82,18.0,23.7,0.0,1015.2,992.8,30,0.08,0.45,0.85,315,3.2,23.4,0.227,1,1153.94,19.7,98.5,scattered clouds
1630522800,19.8,91,18.3,22.2,0.0,1015.2,992.7,39,0.02,0.2,1.2,265,2.4,22.7,0.227,1,551.95,0.8,9.0,scattered clouds
1630526400,19.3,92,18.0,21.4,0.0,1015.6,993.0,33,0.0,0.17,1.5,233,2.9,21.8,0.226,0,0.0,0.0,0.0,scattered clouds
1630530000,18.2,96,17.6,20.3,0.0,1016.1,993.4,36,0.0,0.08,1.22,235,3.0,21.1,0.226,0,0.0,0.0,0.0,scattered clouds
1630533600,17.5,98,17.2,19.6,0.0,1016.3,993.6,45,0.0,0.04,0.92,229,2.6,20.5,0.226,0,0.0,0.0,0.0,scattered clouds
1630537200,17.2,99,17.0,19.4,0.0,1016.5,993.7,53,0.0,0.02,0.67,243,2.0,20.1,0.226,0,0.0,0.0,0.0,broken clouds
1630540800,17.5,97,17.0,19.7,0.0,1017.4,994.6,75,0.0,0.07,0.63,252,2.9,19.4,0.187,0,0.0,0.0,0.0,broken clouds
1630544400,17.2,97,16.8,19.3,0.0,1017.0,994.2,78,0.0,0.06,0.71,225,1.8,19.2,0.187,0,0.0,0.0,0.0,broken clouds
1630548000,17.0,97,16.6,18.8,0.0,1016.7,993.9,39,0.0,0.05,0.92,131,1.8,19.0,0.187,0,0.0,0.0,0.0,scattered clouds
1630551600,16.5,99,16.3,18.3,0.0,1016.7,993.9,53,0.0,0.02,0.76,113,2.1,18.8,0.187,0,0.0,0.0,0.0,broken clouds
1630555200,16.4,99,16.2,18.2,0.0,1016.5,993.7,56,0.0,0.02,0.71,172,1.4,18.6,0.187,0,0.0,0.0,0.0,broken clouds
1630558800,16.6,99,16.4,18.6,0.0,1016.7,993.9,72,0.0,0.02,0.45,153,1.2,18.5,0.187,0,0.0,0.0,0.0,broken clouds
1630562400,16.1,100,16.1,17.9,0.0,1016.8,993.9,75,0.0,0.01,0.61,189,1.0,18.3,0.187,0,0.0,0.0,0.0,broken clouds
1630566000,16.9,96,16.2,18.8,0.0,1017.4,994.6,77,0.01,0.08,0.54,202,1.9,18.4,0.187,1,0.0,10.9,62.0,broken clouds
1630569600,18.2,87,16.0,19.6,0.0,1017.5,994.8,62,0.08,0.27,1.3,122,3.6,19.1,0.186,1,3600.0,76.5,210.7,broken clouds
1630573200,20.1,76,15.7,21.3,0.0,1017.5,994.9,48,0.19,0.56,1.53,148,4.7,20.3,0.186,1,3600.0,215.4,404.7,scattered clouds
1630576800,21.7,68,15.5,22.9,0.0,1017.8,995.3,58,0.29,0.84,1.34,207,4.8,21.8,0.185,1,3600.0,300.8,448.4,broken clouds
1630580400,22.9,62,15.2,23.8,0.0,1017.9,995.5,74,0.36,1.06,1.62,248,5.2,23.3,0.183,1,3600.0,323.3,419.9,broken clouds
1630584000,22.6,61,14.8,24.0,0.0,1018.0,995.6,95,0.39,1.06,1.04,253,6.1,24.1,0.184,1,3600.0,387.5,471.1,overcast clouds
1630587600,24.0,56,14.7,25.0,0.0,1017.5,995.2,59,0.37,1.31,1.04,253,4.2,25.2,0.182,1,3600.0,271.1,328.5,broken clouds
1630591200,24.1,57,14.9,24.2,0.0,1017.5,995.2,28,0.42,1.3,3.62,276,7.9,26.0,0.18,1,3600.0,379.4,487.9,scattered clouds
1630594800,23.2,62,15.5,23.5,0.0,1017.4,995.1,4,0.41,1.09,3.93,277,9.7,26.4,0.178,1,3600.0,449.5,658.0,clear sky
1630598400,23.0,62,15.3,22.9,0.0,1017.3,994.9,2,0.34,1.07,3.6,268,9.1,26.4,0.177,1,3600.0,352.7,643.4,clear sky
1630602000,22.3,64,15.1,22.3,0.0,1017.3,994.9,1,0.26,0.97,3.21,266,8.2,26.0,0.176,1,3600.0,261.6,685.3,clear sky
1630605600,20.9,71,15.6,21.4,0.0,1017.4,994.9,0,0.14,0.71,2.82,264,7.3,25.0,0.175,1,3600.0,98.5,504.2,clear sky
1630609200,19.1,83,16.1,20.0,0.0,1017.5,994.8,1,0.04,0.38,2.33,245,6.0,23.7,0.174,1,2277.48,0.5,5.2,clear sky
1630612800,17.6,92,16.3,18.6,0.0,1018.2,995.4,4,0.0,0.16,2.27,229,4.8,22.4,0.174,0,0.0,0.0,0.0,clear sky
1630616400,16.8,97,16.3,18.2,0.0,1018.8,995.9,21,0.0,0.06,1.44,214,4.4,21.3,0.174,0,0.0,0.0,0.0,few clouds
1630620000,16.3,98,16.1,17.9,0.0,1019.1,996.2,35,0.0,0.03,1.0,186,2.9,20.4,0.174,0,0.0,0.0,0.0,scattered clouds
1630623600,16.3,99,16.1,17.9,0.0,1019.1,996.2,41,0.0,0.02,1.04,163,2.5,19.8,0.174,0,0.0,0.0,0.0,scattered clouds
1630627200,15.9,99,15.7,17.2,0.0,1019.3,996.4,4,0.0,0.02,1.14,105,2.1,20.4,0.173,0,0.0,0.0,0.0,clear sky
1630630800,15.8,99,15.7,17.2,0.0,1018.9,996.0,3,0.0,0.02,1.08,112,1.8,19.7,0.173,0,0.0,0.0,0.0,clear sky
1630634400,15.7,100,15.7,17.2,0.0,1018.3,995.4,90,0.0,0.0,0.95,108,2.0,19.3,0.173,0,0.0,0.0,0.0,overcast clouds
1630638000,15.6,99,15.5,16.9,0.0,1018.0,995.1,90,0.0,0.01,1.0,127,2.4,18.9,0.173,0,0.0,0.0,0.0,overcast clouds
1630641600,15.6,100,15.6,17.0,0.0,1017.9,995.0,90,0.0,0.01,1.0,143,2.5,18.7,0.173,0,0.0,0.0,0.0,overcast clouds
1630645200,15.5,99,15.4,17.1,0.0,1017.9,995.0,90,0.0,0.02,0.57,135,2.3,18.5,0.172,0,0.0,0.0,0.0,overcast clouds
1630648800,15.4,99,15.2,16.9,0.0,1018.0,995.1,90,0.0,0.02,0.5,127,1.8,18.3,0.172,0,0.0,0.0,0.0,overcast clouds
1630652400,15.5,98,15.3,17.0,0.0,1018.5,995.6,90,0.01,0.03,0.71,135,2.5,18.4,0.172,1,0.0,10.9,63.2,overcast clouds
1630656000,16.4,91,15.0,17.7,0.0,1018.8,995.9,90,0.07,0.16,0.86,144,3.4,19.0,0.172,1,1788.58,43.1,119.6,overcast clouds
1630659600,18.4,80,14.9,19.9,0.0,1018.8,996.1,44,0.19,0.42,0.28,225,3.4,20.2,0.172,1,3600.0,257.0,485.7,scattered clouds
1630663200,20.4,69,14.6,21.7,0.0,1018.6,996.0,1,0.32,0.74,0.41,166,3.7,22.0,0.17,1,3600.0,457.5,685.1,clear sky
1630666800,22.2,61,14.3,23.9,0.0,1018.4,996.0,17,0.43,1.05,1.08,214,4.7,23.8,0.169,1,3600.0,585.0,763.0,few clouds
1630670400,23.5,52,13.2,24.9,0.0,1018.2,995.9,60,0.51,1.38,1.97,246,5.7,25.0,0.168,1,3600.0,648.6,791.8,broken clouds
1630674000,24.4,49,13.1,24.9,0.0,1017.8,995.5,39,0.47,1.56,2.51,247,6.8,26.1,0.166,1,3600.0,444.4,540.9,scattered clouds
1630677600,24.2,54,14.3,24.8,0.0,1017.5,995.2,10,0.47,1.39,3.16,259,7.8,26.9,0.164,1,3600.0,498.0,643.7,clear sky
1630681200,24.0,56,14.7,24.7,0.0,1017.0,994.7,14,0.47,1.31,3.37,258,8.2,27.4,0.162,1,3600.0,574.8,846.7,few clouds
1630684800,23.2,57,14.3,23.0,0.0,1016.8,994.5,3,0.38,1.22,3.57,259,8.4,27.3,0.16,1,3600.0,428.3,788.1,clear sky
1630688400,22.1,61,14.3,21.8,0.0,1016.7,994.3,1,0.27,1.02,3.34,261,8.3,26.6,0.159,1,3600.0,269.0,713.9,clear sky
1630692000,20.7,70,15.0,20.9,0.0,1016.7,994.2,4,0.14,0.73,2.82,264,7.5,25.5,0.159,1,3600.0,108.3,569.3,clear sky
1630695600,18.6,85,16.0,19.7,0.0,1017.0,994.3,4,0.03,0.33,1.87,254,6.0,24.0,0.159,1,2180.79,0.0,0.0,clear sky
1630699200,16.9,96,16.3,18.5,0.0,1017.3,994.5,0,0.0,0.07,1.21,246,3.7,22.4,0.159,0,0.0,0.0,0.0,clear sky
1630702800,16.6,98,16.3,18.3,0.0,1017.5,994.7,0,0.0,0.03,0.89,207,2.3,21.2,0.159,0,0.0,0.0,0.0,clear sky
1630706400,16.0,100,15.9,17.6,0.0,1017.3,994.4,90,0.0,0.01,0.78,140,1.5,20.3,0.159,0,0.0,0.0,0.0,overcast clouds
1630710000,15.6,100,15.6,16.9,0.0,1017.1,994.2,90,0.0,0.0,1.06,139,1.7,19.6,0.158,0,0.0,0.0,0.0,overcast clouds
1630713600,15.5,99,15.4,17.0,0.0,1017.4,994.5,90,0.0,0.01,0.78,140,1.7,19.2,0.157,0,0.0,0.0,0.0,overcast clouds
1630717200,15.5,99,15.4,16.9,0.0,1017.1,994.2,90,0.0,0.01,0.94,148,2.1,18.8,0.157,0,0.0,0.0,0.0,overcast clouds
1630720800,15.6,100,15.5,17.0,0.0,1016.8,993.9,90,0.0,0.01,0.98,156,2.6,18.5,0.157,0,0.0,0.0,0.0,overcast clouds
1630724400,15.5,100,15.4,16.9,0.0,1016.6,993.7,90,0.0,0.01,0.92,131,2.4,18.4,0.157,0,0.0,0.0,0.0,overcast clouds
1630728000,15.4,98,15.1,16.5,0.0,1016.1,993.2,90,0.0,0.03,1.2,95,2.6,18.3,0.157,0,0.0,0.0,0.0,overcast clouds
1630731600,15.5,96,14.8,16.7,0.0,1015.8,992.9,83,0.0,0.08,0.91,84,2.6,18.2,0.157,0,0.0,0.0,0.0,broken clouds
1630735200,15.0,98,14.7,16.3,0.0,1015.8,992.9,95,0.0,0.03,0.51,169,2.1,18.0,0.157,0,0.0,0.0,0.0,overcast clouds
1630738800,15.3,96,14.7,16.6,0.0,1016.0,993.1,57,0.01,0.07,0.61,189,2.2,18.0,0.157,1,461.4,24.1,141.9,broken clouds
1630742400,16.5,89,14.6,17.8,0.0,1016.2,993.4,69,0.08,0.21,0.36,236,2.7,18.6,0.157,1,3600.0,100.0,279.8,broken clouds
1630746000,18.2,80,14.6,19.6,0.0,1016.4,993.7,43,0.18,0.42,0.2,270,3.1,19.8,0.156,1,3600.0,205.1,389.9,scattered clouds
1630749600,20.3,70,14.6,21.5,0.0,1016.3,993.8,15,0.32,0.72,0.5,233,3.9,21.6,0.155,1,3600.0,468.8,705.3,few clouds
1630753200,22.5,59,14.1,24.2,0.0,1016.1,993.7,23,0.44,1.12,1.08,236,4.8,23.6,0.154,1,3600.0,619.1,811.0,few clouds
1630756800,24.0,49,12.6,25.6,0.0,1015.5,993.3,25,0.51,1.53,1.3,212,5.4,25.3,0.154,1,3600.0,667.1,817.8,few clouds
1630760400,25.4,45,12.7,26.8,0.0,1015.1,993.0,19,0.55,1.78,1.94,235,6.0,26.8,0.152,1,3600.0,661.5,808.9,few clouds
1630764000,25.7,47,13.6,27.0,0.0,1014.6,992.5,8,0.54,1.75,2.47,249,6.7,27.8,0.15,1,3600.0,647.4,841.1,clear sky
1630767600,25.4,50,14.3,26.4,0.0,1014.1,992.0,0,0.48,1.62,2.62,252,7.0,28.3,0.148,1,3600.0,560.5,830.9,clear sky
1630771200,24.9,51,13.9,25.1,0.0,1013.7,991.6,0,0.39,1.56,2.38,255,6.9,28.3,0.147,1,3600.0,426.1,790.6,clear sky
1630774800,24.2,50,13.2,24.0,0.0,1013.6,991.4,0,0.28,1.5,2.21,265,6.3,27.7,0.146,1,3600.0,263.4,708.2,clear sky
1630778400,22.8,52,12.5,22.6,0.0,1013.8,991.5,0,0.16,1.33,2.0,273,5.5,26.6,0.145,1,3600.0,103.3,558.1,clear sky
1630782000,19.8,68,13.7,20.4,0.0,1013.7,991.2,0,0.03,0.74,1.32,261,4.3,24.9,0.145,1,2084.11,0.0,0.0,clear sky
1630785600,18.5,76,14.3,19.3,0.0,1014.1,991.5,0,0.0,0.51,1.22,261,2.2,23.3,0.145,0,0.0,0.0,0.0,clear sky
1630789200,18.9,73,13.9,19.8,0.0,1014.4,991.8,0,0.0,0.59,0.63,252,1.8,22.1,0.145,0,0.0,0.0,0.0,clear sky
1630792800,18.7,74,14.0,19.6,0.0,1014.1,991.5,0,0.0,0.56,0.72,124,1.2,21.0,0.145,0,0.0,0.0,0.0,clear sky
1630796400,18.9,73,13.9,19.7,0.0,1013.8,991.2,0,0.0,0.59,0.92,103,1.7,20.2,0.145,0,0.0,0.0,0.0,clear sky
1630800000,17.3,80,13.8,17.9,0.0,1013.6,990.9,1,0.0,0.4,1.33,77,2.0,19.5,0.143,0,0.0,0.0,0.0,clear sky
1630803600,16.6,84,13.9,17.1,0.0,1013.4,990.6,4,0.0,0.3,1.48,62,2.4,18.9,0.143,0,0.0,0.0,0.0,clear sky
1630807200,16.9,82,13.8,17.4,0.0,1013.2,990.5,0,0.0,0.34,1.34,63,2.4,18.4,0.143,0,0.0,0.0,0.0,clear sky
1630810800,15.6,87,13.4,15.9,0.0,1013.2,990.4,18,0.0,0.23,1.58,72,2.7,17.9,0.143,0,0.0,0.0,0.0,few clouds
1630814400,14.9,88,12.9,15.0,0.0,1013.0,990.1,29,0.0,0.21,1.49,70,2.7,17.4,0.143,0,0.0,0.0,0.0,scattered clouds
1630818000,14.3,88,12.4,14.4,0.0,1013.0,990.1,30,0.0,0.19,1.41,82,2.7,17.0,0.143,0,0.0,0.0,0.0,scattered clouds
1630821600,14.7,85,12.2,14.7,0.0,1013.2,990.3,29,0.0,0.25,1.3,86,2.8,16.8,0.143,0,0.0,0.0,0.0,scattered clouds
1630825200,16.8,76,12.6,17.0,0.0,1013.4,990.7,29,0.02,0.46,1.3,86,2.7,17.0,0.143,1,220.84,19.7,118.4,scattered clouds
1630828800,20.6,64,13.6,21.2,0.0,1013.4,991.0,29,0.11,0.86,1.1,95,3.5,18.3,0.143,1,3600.0,128.8,363.4,scattered clouds
1630832400,25.0,51,14.1,25.6,0.0,1013.4,991.3,29,0.25,1.56,1.5,127,4.3,20.3,0.142,1,3600.0,269.4,515.1,scattered clouds
1630836000,28.2,41,13.7,28.1,0.0,1013.7,991.8,30,0.4,2.26,2.56,149,6.1,22.6,0.141,1,3600.0,366.8,554.4,scattered clouds
1630839600,30.0,34,12.5,29.8,0.0,1013.7,991.9,29,0.53,2.79,3.11,176,7.3,25.0,0.14,1,3600.0,555.4,730.6,scattered clouds
1630843200,30.9,31,12.0,30.9,0.0,1013.1,991.4,29,0.61,3.08,3.4,178,7.4,26.2,0.141,1,3600.0,617.7,760.6,scattered clouds
1630846800,31.2,33,12.9,32.0,0.0,1012.6,990.9,29,0.6,3.06,2.6,182,7.8,28.0,0.14,1,3600.0,553.8,680.3,scattered clouds
1630850400,31.3,34,13.5,32.3,0.0,1012.4,990.8,27,0.6,3.03,2.68,243,6.6,29.4,0.138,1,3600.0,587.3,767.1,scattered clouds
1630854000,28.6,40,13.8,27.9,0.0,1012.5,990.7,28,0.53,2.35,4.62,275,9.9,29.8,0.137,1,3600.0,443.1,661.1,scattered clouds
1630857600,27.3,42,13.4,26.4,0.0,1012.8,990.9,34,0.42,2.1,3.91,273,10.2,29.6,0.136,1,3600.0,336.4,629.6,scattered clouds
1630861200,26.3,44,13.0,26.0,0.0,1013.2,991.2,24,0.27,1.92,2.45,282,8.6,28.8,0.135,1,3600.0,175.9,479.4,few clouds
1630864800,25.0,49,13.5,25.4,0.0,1013.2,991.1,35,0.13,1.63,1.49,290,5.5,27.6,0.134,1,3600.0,59.6,331.5,scattered clouds
1630868400,22.6,61,14.6,23.5,0.0,1012.9,990.6,8,0.04,1.08,1.12,243,2.8,26.1,0.134,1,1366.98,0.0,0.0,clear sky
1630872000,20.9,68,14.7,21.7,0.0,1013.7,991.3,34,0.01,0.8,1.35,222,3.0,24.6,0.134,0,0.0,0.0,0.0,scattered clouds
1630875600,20.4,70,14.8,21.7,0.0,1013.9,991.4,39,0.0,0.72,0.64,129,2.9,23.5,0.134,0,0.0,0.0,0.0,scattered clouds
1630879200,19.5,75,15.0,20.4,0.0,1013.5,991.0,39,0.0,0.56,1.36,73,3.3,22.6,0.134,0,0.0,0.0,0.0,scattered clouds
1630882800,20.0,73,15.0,20.4,0.0,1013.5,991.0,59,0.02,0.63,2.6,247,7.9,21.9,0.134,0,0.0,0.0,0.0,broken clouds
1630886400,24.6,47,12.4,23.3,0.0,1011.7,989.6,68,0.11,1.66,4.04,81,5.9,22.1,0.128,0,0.0,0.0,0.0,broken clouds
1630890000,23.7,48,12.1,22.6,0.0,1012.1,989.9,15,0.09,1.52,3.41,230,8.5,21.9,0.128,0,0.0,0.0,0.0,few clouds
1630893600,18.6,76,14.3,18.9,0.0,1011.8,989.2,46,0.01,0.51,2.3,268,7.6,21.4,0.127,0,0.0,0.0,0.0,scattered clouds
1630897200,20.8,63,13.5,21.7,0.0,1011.7,989.3,64,0.0,0.92,0.41,194,3.8,20.9,0.127,0,0.0,0.0,0.0,broken clouds
1630900800,19.8,69,14.0,20.5,0.0,1011.5,989.0,86,0.01,0.71,1.24,14,8.8,20.7,0.127,0,0.0,0.0,0.0,overcast clouds
1630904400,19.4,75,14.9,20.5,0.0,1011.6,989.1,57,0.0,0.55,1.08,146,2.8,20.5,0.127,0,0.0,0.0,0.0,broken clouds
1630908000,19.0,73,14.1,19.7,0.0,1012.0,989.5,16,0.0,0.58,1.3,113,3.2,20.1,0.127,0,0.0,0.0,0.0,few clouds
1630911600,20.2,69,14.3,20.9,0.0,1013.0,990.5,26,0.03,0.73,1.46,106,3.4,20.0,0.127,1,1058.6,35.1,214.9,scattered clouds
1630915200,22.8,60,14.7,23.9,0.0,1013.6,991.3,9,0.11,1.11,1.0,180,3.8,20.9,0.127,1,3600.0,141.4,402.6,clear sky
1630918800,24.9,49,13.5,25.0,0.0,1013.9,991.8,28,0.27,1.61,2.05,227,5.2,22.6,0.127,1,3600.0,349.4,671.8,scattered clouds
1630922400,25.7,46,13.1,25.1,0.0,1014.2,992.1,25,0.39,1.79,2.97,228,7.2,24.4,0.126,1,3600.0,463.7,704.2,few clouds
1630926000,26.2,49,14.7,26.9,0.0,1014.1,992.1,7,0.46,1.72,2.73,242,7.6,26.1,0.125,1,3600.0,541.7,715.7,clear sky
1630929600,26.2,49,14.5,26.9,0.0,1013.9,991.9,61,0.55,1.75,3.98,245,7.6,26.8,0.126,1,3600.0,686.6,849.1,broken clouds
1630933200,25.1,57,16.0,26.1,0.0,1013.5,991.4,35,0.34,1.38,2.1,245,9.1,27.3,0.126,1,3600.0,182.2,224.9,scattered clouds
1630936800,25.7,57,16.4,27.0,0.0,1013.5,991.4,30,0.41,1.43,2.1,270,6.8,28.1,0.125,1,3600.0,315.2,414.0,scattered clouds
1630940400,26.1,56,16.5,27.3,0.0,1013.0,991.0,38,0.41,1.51,2.5,272,6.6,28.8,0.124,1,3600.0,282.2,423.9,scattered clouds
1630944000,26.2,55,16.4,27.9,0.0,1012.5,990.5,68,0.29,1.53,1.08,304,6.5,28.8,0.124,1,3600.0,164.0,309.7,broken clouds
1630947600,25.9,56,16.6,27.8,0.0,1012.5,990.5,35,0.13,1.46,0.92,319,3.9,28.0,0.123,1,0.0,16.2,44.7,scattered clouds
1630951200,25.4,59,16.7,26.8,0.0,1012.3,990.2,46,0.13,1.34,1.82,279,3.6,27.3,0.123,1,3600.0,45.4,259.9,scattered clouds
1630954800,23.3,67,16.9,24.9,0.0,1012.1,989.9,34,0.05,0.94,1.63,281,3.8,26.2,0.123,0,0.0,0.0,0.0,scattered clouds
1630958400,21.9,72,16.6,23.1,0.0,1012.7,990.4,28,0.02,0.73,2.16,257,4.2,25.0,0.123,0,0.0,0.0,0.0,scattered clouds
1630962000,21.1,72,15.9,22.3,0.0,1013.4,991.0,49,0.01,0.7,1.64,232,4.2,24.1,0.123,0,0.0,0.0,0.0,scattered clouds
1630965600,20.6,74,15.8,21.9,1.3,1014.2,991.7,39,0.0,0.63,1.24,194,4.3,23.1,0.135,0,0.0,0.0,0.0,light rain
1630969200,19.5,85,16.9,21.6,1.1,1014.4,991.9,54,0.0,0.34,0.85,135,6.1,22.1,0.15,0,0.0,0.0,0.0,light rain
1630972800,20.0,77,15.9,21.0,0.4,1013.3,990.8,35,0.01,0.53,1.92,81,6.7,21.2,0.126,0,0.0,0.0,0.0,light rain
1630976400,19.3,83,16.3,20.8,0.0,1013.1,990.6,32,0.0,0.39,1.42,129,4.1,20.8,0.126,0,0.0,0.0,0.0,scattered clouds
1630980000,19.5,81,16.2,20.7,0.0,1012.5,990.0,69,0.01,0.43,2.0,143,5.0,20.4,0.126,0,0.0,0.0,0.0,broken clouds
1630983600,19.1,86,16.7,20.5,0.5,1012.6,990.1,100,0.0,0.31,1.9,180,7.6,20.2,0.13,0,0.0,0.0,0.0,light rain
1630987200,19.0,91,17.5,20.8,1.0,1012.6,990.1,100,0.0,0.19,1.75,167,7.8,19.9,0.142,0,0.0,0.0,0.0,light rain
1630990800,19.0,92,17.7,20.7,0.5,1012.6,990.1,100,0.0,0.18,2.11,149,7.1,19.8,0.149,0,0.0,0.0,0.0,light rain
1630994400,18.9,91,17.3,20.1,0.3,1012.8,990.2,81,0.0,0.2,2.66,146,7.0,19.6,0.153,0,0.0,0.0,0.0,light rain
1630998000,19.1,89,17.3,19.9,0.2,1013.3,990.7,100,0.03,0.24,3.55,158,7.1,19.5,0.154,1,0.0,8.8,54.9,light rain
1631001600,20.2,88,18.1,21.3,0.3,1013.7,991.2,86,0.07,0.29,3.59,167,9.5,19.8,0.157,1,3600.0,62.7,180.2,light rain
1631005200,21.0,86,18.5,22.2,0.2,1014.0,991.6,67,0.13,0.36,3.91,167,9.5,20.5,0.159,1,3600.0,101.1,195.6,light rain
1631008800,21.9,80,18.2,22.4,0.8,1014.3,991.9,74,0.19,0.54,4.74,187,11.4,21.3,0.167,1,3600.0,155.7,237.7,light rain
1631012400,20.9,83,18.0,21.8,1.5,1014.8,992.3,90,0.22,0.42,3.91,184,14.0,21.6,0.184,1,3600.0,200.1,265.6,light rain
1631016000,22.2,79,18.3,23.0,2.1,1014.3,992.0,55,0.3,0.57,4.34,188,13.5,22.6,0.19,1,3600.0,289.8,360.0,light rain
1631019600,23.9,69,17.9,24.4,0.1,1014.0,991.8,40,0.36,0.91,4.52,205,12.9,23.7,0.19,1,3600.0,328.6,407.5,light rain
1631023200,24.1,71,18.6,25.0,0.0,1014.0,991.8,45,0.36,0.86,4.33,220,13.7,24.7,0.189,1,3600.0,326.7,431.4,scattered clouds
1631026800,23.4,67,16.9,23.1,0.1,1013.8,991.6,24,0.36,0.95,5.36,217,14.2,25.3,0.188,1,3600.0,341.3,516.3,light rain
1631030400,23.3,64,16.1,22.4,0.0,1013.8,991.5,16,0.28,1.03,5.66,222,13.5,25.2,0.187,1,3600.0,201.6,384.3,few clouds
1631034000,22.7,68,16.4,22.4,0.0,1014.0,991.7,12,0.24,0.89,4.88,224,11.6,25.0,0.186,1,3600.0,199.1,557.8,few clouds
1631037600,21.5,75,16.8,21.7,0.0,1014.1,991.7,13,0.13,0.65,4.22,216,10.1,24.3,0.186,1,3600.0,71.2,420.2,few clouds
1631041200,20.0,85,17.5,21.2,0.0,1014.0,991.5,10,0.03,0.35,3.0,206,8.6,23.3,0.186,0,1323.71,0.0,0.0,clear sky
1631044800,19.4,90,17.7,20.6,0.1,1014.8,992.2,28,0.0,0.23,3.07,199,6.6,22.3,0.186,0,0.0,0.0,0.0,light rain
1631048400,19.0,92,17.8,20.2,0.2,1015.1,992.5,31,0.0,0.17,3.11,186,7.0,21.6,0.187,0,0.0,0.0,0.0,light rain
1631052000,18.6,93,17.5,19.6,0.3,1015.3,992.7,63,0.0,0.15,3.24,189,7.3,20.9,0.191,0,0.0,0.0,0.0,light rain
1631055600,18.5,95,17.7,19.5,0.9,1015.4,992.8,100,0.0,0.11,3.4,182,7.7,20.3,0.2,0,0.0,0.0,0.0,light rain
1631059200,18.1,94,17.2,19.3,0.6,1015.4,992.7,100,0.0,0.11,2.55,169,9.1,20.3,0.212,0,0.0,0.0,0.0,light rain
1631062800,18.2,95,17.4,19.5,0.5,1015.2,992.5,100,0.0,0.1,2.73,156,6.9,19.8,0.217,0,0.0,0.0,0.0,light rain
1631066400,18.4,95,17.6,19.4,0.4,1014.6,992.0,100,0.0,0.1,3.3,166,7.9,19.6,0.221,0,0.0,0.0,0.0,light rain
1631070000,18.5,92,17.3,19.5,1.4,1014.4,991.8,100,0.0,0.16,3.2,180,7.9,19.4,0.24,0,0.0,0.0,0.0,light rain
